 q-point No.           q_x           q_y           q_z  q-path length
          40      36.113864     226.910095    1204.628818     149.354871
          41      36.836249     231.448979    1228.725017     152.342418
          42      37.103388     233.127458    1237.635785     153.447212
--
 q-point No.           q_x           q_y           q_z  q-path length
          67      0.342105      0.000000      0.000000       0.273800
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.977783       6.143589      32.615317       4.043782
           2       3.823365      24.022912     127.533738      15.812161
           3       3.855104      24.222334     128.592436      15.943423
           4       6.521842      40.977943     217.545238      26.972160
           5       6.564189      41.244016     218.957780      27.147293
           6       7.725214      48.538954     257.685416      31.948905
           7       8.871925      55.743951     295.935579      36.691319
           8       9.720786      61.077498     324.250509      40.201921
           9       9.965979      62.618094     332.429283      41.215960
          10      10.263901      64.489992     342.366889      42.448065
          11      10.414997      65.439356     347.406906      43.072947
          12      11.496135      72.232348     383.469797      47.544174
          13      12.853973      80.763891     428.762370      53.159735
          14      12.863390      80.823063     429.076507      53.198683
          15      13.119445      82.431904     437.617580      54.257640
          16      13.722344      86.220026     457.728108      56.751027
          17      17.423196     109.473165     581.175243      72.056514
          18      17.658111     110.949180     589.011163      73.028044
          19      18.488450     116.166355     616.708299      76.462050
          20      18.518107     116.352694     617.697545      76.584700
          21      18.959081     119.123416     632.406857      78.408422
          22      19.514884     122.615634     650.946473      80.707040
          23      19.700889     123.784333     657.150905      81.476291
          24      20.076982     126.147400     669.696044      83.031690
          25      20.307859     127.598041     677.397264      83.986519
          26      20.824989     130.847266     694.646867      86.125196
          27      21.288941     133.762357     710.122616      88.043944
          28      21.503294     135.109183     717.272693      88.930440
          29      21.768128     136.773183     726.106601      90.025704
          30      21.810118     137.037010     727.507213      90.199358
          31      24.635910     154.791986     821.765496     101.885890
          32      27.542269     173.053175     918.711184     113.905618
          33      27.676993     173.899677     923.205120     114.462795
          34      27.798137     174.660843     927.246030     114.963804
          35      28.056774     176.285907     935.873233     116.033440
          36      28.347562     178.112982     945.572873     117.236042
          37      31.443064     197.562595    1048.827711     130.038004
          38      32.927825     206.891622    1098.353997     136.178479
          39      36.046784     226.488624    1202.391298     149.077454
          40      36.117661     226.933952    1204.755472     149.370574
          41      36.789698     231.156488    1227.172226     152.149896
          42      37.119798     233.230565    1238.183165     153.515078
--
 q-point No.           q_x           q_y           q_z  q-path length
          68      0.315789      0.000000      0.000000       0.278417
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.797944       5.013632      26.616560       3.300031
           2       3.652229      22.947633     121.825256      15.104400
           3       4.114736      25.853649     137.252820      17.017173
           4       6.077460      38.185807     202.722246      25.134344
           5       6.747723      42.397193     225.079809      27.906327
           6       7.287690      45.789908     243.091180      30.139452
           7       8.748258      54.966929     291.810492      36.179874
           8       9.602968      60.337229     320.320541      39.714668
           9      10.018702      62.949360     334.187920      41.434003
          10      10.166451      63.877696     339.116309      42.045045
          11      10.350551      65.034430     345.257219      42.806420
          12      11.481743      72.141916     382.989705      47.484650
          13      12.974650      81.522130     432.787740      53.658817
          14      12.978641      81.547208     432.920872      53.675323
          15      13.293661      83.526536     443.428807      54.978140
          16      13.973513      87.798174     466.106235      57.789782
          17      17.411215     109.397887     580.775604      72.006965
          18      17.639750     110.833816     588.398717      72.952110
          19      18.405540     115.645416     613.942721      76.119162
          20      18.486908     116.156665     616.656857      76.455672
          21      18.990549     119.321139     633.456534      78.538565
          22      19.494331     122.486494     650.260891      80.622039
          23      19.609901     123.212643     654.115897      81.099999
          24      20.051288     125.985958     668.838977      82.925427
          25      20.401079     128.183758     680.506741      84.372045
          26      20.910829     131.386613     697.510176      86.480201
          27      21.251110     133.524663     708.860736      87.887491
          28      21.572614     135.544727     719.584928      89.217120
          29      21.798130     136.961686     727.107332      90.149779
          30      21.882706     137.493095     729.928494      90.499558
          31      24.373807     153.145142     813.022671     100.801919
          32      27.532876     172.994158     918.397872     113.866773
          33      27.690228     173.982833     923.646583     114.517530
          34      27.966822     175.720724     932.872767     115.661430
          35      28.050812     176.248446     935.674354     116.008783
          36      28.361889     178.203002     946.050775     117.295294
          37      31.391864     197.240895    1047.119854     129.826257
          38      33.072896     207.803131    1103.193049     136.778444
          39      36.021675     226.330854    1201.553723     148.973608
          40      36.121047     226.955232    1204.868441     149.384581
          41      36.740438     230.846980    1225.529097     151.946174
          42      37.136932     233.338227    1238.754723     153.585942
--
 q-point No.           q_x           q_y           q_z  q-path length
          69      0.289474      0.000000      0.000000       0.283034
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.638133       4.009505      21.285812       2.639103
           2       3.513173      22.073914     117.186822      14.529308
           3       4.372967      27.476162     145.866476      18.085130
           4       5.616478      35.289370     187.345529      23.227875
           5       6.803087      42.745058     226.926567      28.135296
           6       6.914827      43.447136     230.653785      28.597412
           7       8.608434      54.088383     287.146436      35.601605
           8       9.494798      59.657577     316.712380      39.267313
           9       9.934241      62.418674     331.370599      41.084700
          10      10.187007      64.006850     339.801964      42.130055
          11      10.299085      64.711057     343.540487      42.593573
          12      11.476981      72.111997     382.830875      47.464958
          13      13.049655      81.993398     435.289622      53.969011
          14      13.096092      82.285169     436.838591      54.161058
          15      13.489329      84.755951     449.955569      55.787355
          16      14.233469      89.431522     474.777418      58.864871
          17      17.408502     109.380844     580.685123      71.995747
          18      17.616241     110.686109     587.614562      72.854888
          19      18.321978     115.120383     611.155403      75.773579
          20      18.457965     115.974813     615.691435      76.335975
          21      19.019746     119.504588     634.430438      78.659314
          22      19.451130     122.215055     648.819865      80.443375
          23      19.516990     122.628861     651.016694      80.715747
          24      20.031192     125.859690     668.168640      82.842316
          25      20.504560     128.833952     683.958514      84.800010
          26      20.996844     131.927059     700.379316      86.835929
          27      21.215079     133.298272     707.658860      87.738477
          28      21.653126     136.050603     722.270543      89.550094
          29      21.824516     137.127476     727.987484      90.258904
          30      21.952402     137.931006     732.253295      90.787797
          31      24.119145     151.545058     804.528085      99.748725
          32      27.523315     172.934087     918.078960     113.827233
          33      27.703402     174.065608     924.086026     114.572014
          34      27.950801     175.620058     932.338348     115.595171
          35      28.205663     177.221407     940.839646     116.649197
          36      28.375132     178.286213     946.492528     117.350064
          37      31.361600     197.050742    1046.110363     129.701096
          38      33.216455     208.705142    1107.981682     137.372159
          39      35.989979     226.131706    1200.496477     148.842526
          40      36.123081     226.968011    1204.936282     149.392992
          41      36.689756     230.528537    1223.838538     151.736572
          42      37.155076     233.452226    1239.359926     153.660978
--
 q-point No.           q_x           q_y           q_z  q-path length
          70      0.263158      0.000000      0.000000       0.287651
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.501786       3.152812      16.737769       2.075218
           2       3.411962      21.437989     113.810800      14.110734
           3       4.628836      29.083832     154.401336      19.143317
           4       5.141736      32.306479     171.509849      21.264502
           5       6.280885      39.463962     209.507761      25.975640
           6       7.064670      44.388633     235.652039      29.217116
           7       8.450563      53.096451     281.880431      34.948703
           8       9.399804      59.060710     313.543709      38.874448
           9       9.776921      61.430209     326.122994      40.434080
          10      10.258454      64.455766     342.185187      42.425537
          11      10.267529      64.512789     342.487910      42.463070
          12      11.476230      72.107279     382.805823      47.461852
          13      13.109115      82.367000     437.273015      54.214920
          14      13.205591      82.973176     440.491108      54.613912
          15      13.683464      85.975738     456.431219      56.590233
          16      14.495317      91.076761     483.511723      59.947786
          17      17.414923     109.421189     580.899312      72.022303
          18      17.588761     110.513443     586.697909      72.741237
          19      18.237722     114.590983     608.344906      75.425122
          20      18.431442     115.808167     614.806735      76.226286
          21      19.046496     119.672664     635.322725      78.769943
          22      19.395093     121.862965     646.950674      80.211625
          23      19.423665     122.042488     647.903735      80.329789
          24      20.016215     125.765586     667.669056      82.780375
          25      20.608409     129.486452     687.422529      85.229493
          26      21.082179     132.463234     703.225784      87.188846
          27      21.181085     133.084679     706.524931      87.597888
          28      21.742710     136.613476     725.258743      89.920583
          29      21.846849     137.267800     728.732443      90.351267
          30      22.018193     138.344388     734.447871      91.059890
          31      23.873491     150.001568     796.333947      98.732782
          32      27.513790     172.874240     917.761242     113.787841
          33      27.716339     174.146895     924.517561     114.625517
          34      27.902480     175.316448     930.726532     115.395331
          35      28.367262     178.236762     946.230001     117.317515
          36      28.387241     178.362297     946.896445     117.400144
          37      31.353084     196.997237    1045.826314     129.665879
          38      33.357792     209.593185    1112.696156     137.956679
          39      35.951527     225.890105    1199.213854     148.683501
          40      36.122477     226.964214    1204.916126     149.390493
          41      36.639422     230.212274    1222.159548     151.528404
          42      37.174251     233.572703    1239.999521     153.740277
--
 q-point No.           q_x           q_y           q_z  q-path length
          71      0.236842      0.000000      0.000000       0.292268
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.391364       2.459011      13.054487       1.618549
           2       3.353115      21.068245     111.847891      13.867365
           3       4.655505      29.251403     155.290946      19.253615
           4       4.881272      30.669937     162.821712      20.187310
           5       5.727887      35.989376     191.061749      23.688627
           6       7.196793      45.218783     240.059170      29.763530
           7       8.275088      51.993912     276.027227      34.222999
           8       9.319466      58.555929     310.863909      38.542195
           9       9.602624      60.335067     320.309062      39.713244
          10      10.227637      64.262139     341.157253      42.298090
          11      10.356835      65.073911     345.466820      42.832407
          12      11.475409      72.102123     382.778454      47.458458
          13      13.159485      82.683484     438.953176      54.423233
          14      13.306504      83.607228     443.857188      55.031253
          15      13.867855      87.134302     462.581849      57.352814
          16      14.753074      92.696299     492.109584      61.013785
          17      17.429757     109.514390     581.394099      72.083649
          18      17.558492     110.323258     585.688248      72.616055
          19      18.153454     114.061513     605.534035      75.076618
          20      18.407457     115.657460     614.006660      76.127089
          21      19.070675     119.824583     636.129240      78.869938
          22      19.331323     121.462281     644.823512      79.947890
          23      19.333197     121.474057     644.886026      79.955641
          24      20.005780     125.700025     667.321003      82.737222
          25      20.706145     130.100546     690.682654      85.633697
          26      21.149354     132.885310     705.466517      87.466661
          27      21.165995     132.989865     706.021579      87.535480
          28      21.838768     137.217022     728.462870      90.317844
          29      21.864718     137.380071     729.328470      90.425165
          30      22.079314     138.728421     736.486640      91.312665
          31      23.638582     148.525590     788.498218      97.761275
          32      27.504434     172.815453     917.449155     113.749147
          33      27.728854     174.225525     924.934996     114.677272
          34      27.849189     174.981611     928.948934     115.174937
          35      28.398161     178.430906     947.260681     117.445303
          36      28.507978     179.120908     950.923788     117.899470
          37      31.365794     197.077093    1046.250255     129.718441
          38      33.496125     210.462361    1117.310469     138.528780
          39      35.906513     225.607274    1197.712352     148.497339
          40      36.117649     226.933880    1204.755089     149.370527
          41      36.591680     229.912307    1220.567072     151.330962
          42      37.194228     233.698228    1240.665910     153.822899
--
 q-point No.           q_x           q_y           q_z  q-path length
          72      0.210526      0.000000      0.000000       0.296885
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.306885       1.928217      10.236593       1.269175
           2       3.338760      20.978047     111.369043      13.807995
           3       4.159647      26.135834     138.750896      17.202911
           4       5.129018      32.226569     171.085619      21.211904
           5       5.149239      32.353623     171.760129      21.295532
           6       7.311083      45.936886     243.871463      30.236194
           7       8.084759      50.798042     269.678547      33.435863
           8       9.253393      58.140785     308.659976      38.268942
           9       9.420901      59.193266     314.247428      38.961698
          10      10.205873      64.125393     340.431288      42.208081
          11      10.448822      65.651882     348.535171      43.212834
          12      11.471708      72.078866     382.654988      47.443151
          13      13.202784      82.955540     440.397479      54.602304
          14      13.398270      84.183813     446.918180      55.410767
          15      14.039055      88.209981     468.292454      58.060838
          16      15.001420      94.256704     500.393522      62.040862
          17      17.451775     109.652735     582.128547      72.174709
          18      17.526618     110.122986     584.625035      72.484234
          19      18.070556     113.540650     602.768859      74.733780
          20      18.386080     115.523149     613.293622      76.038684
          21      19.092207     119.959871     636.847462      78.958986
          22      19.241278     120.896517     641.819959      79.575497
          23      19.270167     121.078028     642.783576      79.694970
          24      19.999235     125.658901     667.102683      82.710154
          25      20.794225     130.653970     693.620693      85.997967
          26      21.120108     132.701551     704.490965      87.345708
          27      21.247475     133.501820     708.739468      87.872455
          28      21.877747     137.461936     729.763079      90.479050
          29      21.938130     137.841336     731.777250      90.728775
          30      22.135188     139.079486     738.350386      91.543740
          31      23.416390     147.129518     781.086701      96.842365
          32      27.495398     172.758680     917.147755     113.711778
          33      27.740755     174.300303     925.331982     114.726492
          34      27.793678     174.632830     927.097314     114.945366
          35      28.407844     178.491746     947.583671     117.485349
          36      28.626267     179.864137     954.869474     118.388673
          37      31.397610     197.277001    1047.311538     129.850023
          38      33.630540     211.306915    1121.794070     139.084676
          39      35.855520     225.286874    1196.011401     148.286448
          40      36.106947     226.866635    1204.398095     149.326265
          41      36.549058     229.644505    1219.145353     151.154691
          42      37.214574     233.826061    1241.344558     153.907041
--
 q-point No.           q_x           q_y           q_z  q-path length
          73      0.184211      0.000000      0.000000       0.301502
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.244779       1.537992       8.164950       1.012324
           2       3.367578      21.159115     112.330302      13.927176
           3       3.655725      22.969600     121.941873      15.118859
           4       4.549066      28.582622     151.740497      18.813415
           5       5.370495      33.743813     179.140417      22.210571
           6       7.407719      46.544070     247.094903      30.635850
           7       7.884060      49.537009     262.983930      32.605837
           8       9.200112      57.806006     306.882692      38.048587
           9       9.236303      58.033401     308.089894      38.198261
          10      10.192236      64.039704     339.976382      42.151680
          11      10.541648      66.235126     351.631517      43.596732
          12      11.463247      72.025707     382.372773      47.408160
          13      13.239816      83.188216     441.632717      54.755454
          14      13.480398      84.699836     449.657664      55.750420
          15      14.195030      89.190004     473.495234      58.705901
          16      15.235440      95.727091     508.199569      63.008688
          17      17.479315     109.825772     583.047177      72.288604
          18      17.494323     109.920073     583.547801      72.350674
          19      17.991008     113.040839     600.115445      74.404799
          20      18.367345     115.405433     612.668686      75.961202
          21      19.111060     120.078332     637.476348      79.036958
          22      19.154846     120.353448     638.936897      79.218043
          23      19.209271     120.695409     640.752312      79.443126
          24      19.995871     125.637764     666.990472      82.696242
          25      20.871123     131.137135     696.185740      86.315992
          26      21.093564     132.534768     703.605544      87.235930
          27      21.325829     133.994134     711.353078      88.196501
          28      21.885615     137.511371     730.025520      90.511588
          29      22.037187     138.463731     735.081443      91.138442
          30      22.185391     139.394919     740.024968      91.751361
          31      23.209179     145.827573     774.174884      95.985409
          32      27.486861     172.705037     916.862974     113.676470
          33      27.737816     174.281838     925.233956     114.714339
          34      27.751852     174.370026     925.702132     114.772385
          35      28.416262     178.544639     947.864470     117.520163
          36      28.722937     180.471535     958.094050     118.788469
          37      31.444825     197.573661    1048.886455     130.045288
          38      33.759897     212.119686    1126.108938     139.619651
          39      35.799545     224.935173    1194.144279     148.054954
          40      36.089219     226.755247    1203.806754     149.252948
          41      36.513821     229.423104    1217.969973     151.008963
          42      37.234704     233.952542    1242.016024     153.990292
--
 q-point No.           q_x           q_y           q_z  q-path length
          74      0.157895      0.000000      0.000000       0.306119
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.198490       1.247151       6.620921       0.820889
           2       3.145087      19.761165     104.908812      13.007029
           3       3.434275      21.578188     114.555094      14.203015
           4       3.930854      24.698285     131.119182      16.256699
           5       5.603588      35.208384     186.915589      23.174569
           6       7.487066      47.042621     249.741628      30.964002
           7       7.678742      48.246956     256.135247      31.756709
           8       9.052672      56.879613     301.964621      37.438825
           9       9.157815      57.540246     305.471814      37.873661
          10      10.185484      63.997284     339.751180      42.123759
          11      10.633973      66.815220     354.711143      43.978557
          12      11.448849      71.935237     381.892480      47.348612
          13      13.271029      83.384335     442.673883      54.884542
          14      13.552455      85.152585     452.061237      56.048425
          15      14.334209      90.064490     478.137742      59.281498
          16      15.450426      97.077889     515.370734      63.897799
          17      17.462802     109.722022     582.496384      72.220315
          18      17.510340     110.020711     584.082072      72.416915
          19      17.917213     112.577171     597.653907      74.099607
          20      18.351249     115.304295     612.131765      75.894632
          21      19.073440     119.841956     636.221468      78.881373
          22      19.127242     120.180003     638.016105      79.103880
          23      19.152854     120.340927     638.870425      79.209802
          24      19.994951     125.631984     666.959784      82.692437
          25      20.936521     131.548038     698.367153      86.586453
          26      21.069939     132.386333     702.817526      87.138228
          27      21.400286     134.461962     713.836705      88.504432
          28      21.888072     137.526813     730.107501      90.521752
          29      22.132159     139.060456     738.249360      91.531214
          30      22.229627     139.672867     741.500549      91.934310
          31      23.019534     144.635999     767.849010      95.201101
          32      27.479021     172.655781     916.601482     113.644049
          33      27.683518     173.940675     923.422775     114.489781
          34      27.761955     174.433506     926.039132     114.814168
          35      28.423412     178.589562     948.102959     117.549732
          36      28.799900     180.955107     960.661255     119.106762
          37      31.502444     197.935693    1050.808426     130.283582
          38      33.882713     212.891364    1130.205653     140.127579
          39      35.740057     224.561402    1192.159987     147.808934
          40      36.064605     226.600595    1202.985733     149.151155
          41      36.487196     229.255813    1217.081851     150.898850
          42      37.253955     234.073499    1242.658164     154.069907
--
 q-point No.           q_x           q_y           q_z  q-path length
          75      0.131579      0.000000      0.000000       0.310736
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.161049       1.011903       5.372031       0.666047
           2       2.628920      16.517989      87.691319      10.872333
           3       3.297681      20.719938     109.998785      13.638105
           4       3.529756      22.178110     117.739980      14.597890
           5       5.825284      36.601341     194.310571      24.091429
           6       7.475785      46.971740     249.365333      30.917347
           7       7.549531      47.435105     251.825262      31.222339
           8       8.874327      55.759040     296.015682      36.701251
           9       9.124799      57.332805     304.370543      37.737121
          10      10.184079      63.988456     339.704314      42.117948
          11      10.724361      67.383144     357.726162      44.352371
          12      11.427924      71.803765     381.194520      47.262076
          13      13.296767      83.546051     443.532405      54.990985
          14      13.614068      85.539708     454.116410      56.303234
          15      14.455173      90.824532     482.172680      59.781766
          16      15.641792      98.280276     521.754015      64.689224
          17      17.433261     109.536406     581.510980      72.098140
          18      17.542519     110.222894     585.155429      72.549994
          19      17.851721     112.165669     595.469309      73.828752
          20      18.337762     115.219553     611.681883      75.838854
          21      18.998688     119.372277     633.728016      78.572225
          22      19.102652     120.025499     637.195870      79.002184
          23      19.140786     120.265105     638.467895      79.159895
          24      19.995738     125.636926     666.986023      82.695690
          25      20.990702     131.888470     700.174453      86.810529
          26      21.049453     132.257615     702.134185      87.053505
          27      21.470073     134.900444     716.164534      88.793046
          28      21.884982     137.507398     730.004428      90.508973
          29      22.219388     139.608528     741.158987      91.891962
          30      22.267730     139.912275     742.771527      92.091891
          31      22.850344     143.572947     762.205445      94.501388
          32      27.472097     172.612272     916.370499     113.615411
          33      27.632791     173.621947     921.730698     114.279990
          34      27.770881     174.489591     926.336878     114.851084
          35      28.429316     178.626658     948.299894     117.574149
          36      28.859608     181.330263     962.652895     119.353694
          37      31.564709     198.326911    1052.885339     130.541086
          38      33.997006     213.609487    1134.018050     140.600256
          39      35.679104     224.178423    1190.126815     147.556853
          40      36.034994     226.414546    1201.998027     149.028695
          41      36.468896     229.140829    1216.471420     150.823166
          42      37.271643     234.184639    1243.248191     154.143061
--
 q-point No.           q_x           q_y           q_z  q-path length
          76      0.105263      0.000000      0.000000       0.315353
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.127456       0.800832       4.251485       0.527117
           2       2.108292      13.246790      70.325056       8.719192
           3       2.652346      16.665184      88.472755      10.969219
           4       3.641743      22.881749     121.475486      15.061034
           5       6.031053      37.894225     201.174280      24.942421
           6       7.283717      45.764944     242.958649      30.123020
           7       7.595456      47.723654     253.357125      31.412266
           8       8.706955      54.707410     290.432750      36.009055
           9       9.099632      57.174673     303.531045      37.633036
          10      10.186285      64.002316     339.777896      42.127071
          11      10.811058      67.927883     360.618091      44.710925
          12      11.400517      71.631559     380.280307      47.148728
          13      13.317333      83.675272     444.218418      55.076040
          14      13.664917      85.859205     455.812566      56.513530
          15      14.556567      91.461605     485.554798      60.201095
          16      15.805127      99.306544     527.202301      65.364725
          17      17.406901     109.370783     580.631710      71.989125
          18      17.573341     110.416559     586.183565      72.677467
          19      17.796853     111.820927     593.639130      73.601839
          20      18.326837     115.150911     611.317470      75.793672
          21      18.932530     118.956595     631.521230      78.298618
          22      19.059978     119.757375     635.772442      78.825701
          23      19.151747     120.333972     638.833500      79.205224
          24      19.997525     125.648151     667.045615      82.703079
          25      21.032320     132.149961     701.562669      86.982646
          26      21.034170     132.161585     701.624375      86.990296
          27      21.534348     135.304296     718.308516      89.058865
          28      21.876394     137.453433     729.717938      90.473453
          29      22.295561     140.087138     743.699851      92.206988
          30      22.299693     140.113105     743.837702      92.224080
          31      22.704687     142.657754     757.346832      93.898997
          32      27.466315     172.575944     916.177639     113.591499
          33      27.587632     173.338204     920.224354     114.093227
          34      27.778459     174.537201     926.589635     114.882421
          35      28.434019     178.656209     948.456780     117.593601
          36      28.904594     181.612922     964.153486     119.539743
          37      31.625678     198.709992    1054.919051     130.793234
          38      34.100084     214.257148    1137.456376     141.026553
          39      35.619476     223.803765    1188.137814     147.310248
          40      36.003667     226.217712    1200.953068     148.899136
          41      36.457420     229.068723    1216.088620     150.775705
          42      37.287119     234.281874    1243.764393     154.207062
--
 q-point No.           q_x           q_y           q_z  q-path length
          77      0.078947      0.000000      0.000000       0.319970
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.095170       0.597968       3.174514       0.393589
           2       1.584187       9.953740      52.842788       6.551668
           3       1.997466      12.550447      66.628283       8.260851
           4       3.755489      23.596434     125.269632      15.531448
           5       6.213874      39.042920     207.272516      25.698505
           6       7.113038      44.692539     237.265424      29.417150
           7       7.625223      47.910690     254.350066      31.535375
           8       8.558489      53.774573     285.480466      35.395051
           9       9.081177      57.058718     302.915460      37.556714
          10      10.190327      64.027713     339.912724      42.143788
          11      10.891674      68.434403     363.307126      45.044322
          12      11.367580      71.424612     379.181655      47.012512
          13      13.333002      83.773722     444.741076      55.140841
          14      13.704741      86.109428     457.140961      56.678230
          15      14.637097      91.967590     488.240989      60.534140
          16      15.936422     100.131491     531.581812      65.907715
          17      17.384886     109.232459     579.897374      71.898079
          18      17.600318     110.586057     587.083402      72.789032
          19      17.754263     111.553323     592.218464      73.425698
          20      18.318419     115.098019     611.036676      75.758858
          21      18.877232     118.609147     629.676684      78.069924
          22      19.025827     119.542793     634.633262      78.684461
          23      19.160185     120.386992     639.114976      79.240122
          24      19.999668     125.661618     667.117109      82.711943
          25      21.018741     132.064644     701.109733      86.926489
          26      21.067429     132.370557     702.733776      87.127845
          27      21.592031     135.666728     720.232612      89.297423
          28      21.862725     137.367548     729.261989      90.416922
          29      22.325791     140.277079     744.708215      92.332009
          30      22.357852     140.478528     745.777676      92.464606
          31      22.585538     141.909122     753.372467      93.406239
          32      27.461909     172.548263     916.030684     113.573279
          33      27.549898     173.101115     918.965689     113.937173
          34      27.784532     174.575365     926.792239     114.907541
          35      28.437582     178.678594     948.575615     117.608334
          36      28.937139     181.817407     965.239064     119.674338
          37      31.679760     199.049803    1056.723053     131.016902
          38      34.188339     214.811667    1140.400229     141.391544
          39      35.564886     223.460767    1186.316897     147.084483
          40      35.974413     226.033899    1199.977235     148.778149
          41      36.450829     229.027314    1215.868791     150.748449
          42      37.299802     234.361568    1244.187475     154.259517
--
 q-point No.           q_x           q_y           q_z  q-path length
          78      0.052632      0.000000      0.000000       0.324587
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.063282       0.397610       2.110845       0.261711
           2       1.057523       6.644613      35.275170       4.373562
           3       1.335523       8.391338      44.548250       5.523277
           4       3.854606      24.219207     128.575832      15.941364
           5       6.362970      39.979720     212.245836      26.315118
           6       6.976262      43.833146     232.703050      28.851488
           7       7.640098      48.004154     254.846251      31.596894
           8       8.439511      53.027011     281.511785      34.902997
           9       9.068583      56.979589     302.495375      37.504630
          10      10.194569      64.054368     340.054230      42.161332
          11      10.962315      68.878258     365.663476      45.336472
          12      11.331849      71.200106     377.989791      46.864740
          13      13.344009      83.842882     445.108234      55.186363
          14      13.733335      86.289088     458.094746      56.796484
          15      14.695595      92.335146     490.192285      60.776070
          16      16.032399     100.734531     534.783255      66.304643
          17      17.368274     109.128081     579.343247      71.829376
          18      17.621242     110.717525     587.781349      72.875567
          19      17.724566     111.366734     591.227892      73.302883
          20      18.312453     115.060534     610.837677      75.734186
          21      18.835253     118.345384     628.276411      77.896312
          22      19.000929     119.386358     633.802774      78.581493
          23      19.166161     120.424543     639.314326      79.264838
          24      20.001622     125.673897     667.182295      82.720025
          25      21.008897     132.002790     700.781359      86.885776
          26      21.090894     132.517991     703.516479      87.224887
          27      21.641296     135.976270     721.875917      89.501167
          28      21.845278     137.257926     728.680022      90.344768
          29      22.346891     140.409655     745.412041      92.419273
          30      22.404001     140.768491     747.317042      92.655463
          31      22.495183     141.341402     750.358535      93.032560
          32      27.459080     172.530489     915.936324     113.561580
          33      27.521201     172.920806     918.008457     113.818491
          34      27.788972     174.603260     926.940330     114.925902
          35      28.440067     178.694212     948.658532     117.618615
          36      28.959077     181.955243     965.970816     119.765063
          37      31.722144     199.316106    1058.136814     131.192186
          38      34.257178     215.244196    1142.696456     141.676240
          39      35.520021     223.178869    1184.820345     146.898935
          40      35.950733     225.885114    1199.187358     148.680216
          41      36.447383     229.005657    1215.753816     150.734194
          42      37.309218     234.420729    1244.501550     154.298458
--
 q-point No.           q_x           q_y           q_z  q-path length
          79      0.026316      0.000000      0.000000       0.329204
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.031570       0.198358       1.053051       0.130562
           2       0.529175       3.324902      17.651363       2.188489
           3       0.668914       4.202913      22.312581       2.766406
           4       3.922776      24.647530     130.849729      16.223291
           5       6.463336      40.610339     215.593689      26.730199
           6       6.886728      43.270586     229.716506      28.481204
           7       7.644055      48.029015     254.978234      31.613258
           8       8.361853      52.539073     278.921402      34.581831
           9       9.061259      56.933569     302.251063      37.474339
          10      10.197690      64.073976     340.158326      42.174238
          11      11.015308      69.211220     367.431121      45.555632
          12      11.300149      71.000931     376.932405      46.733641
          13      13.350537      83.883894     445.325962      55.213358
          14      13.750551      86.397257     458.668995      56.867682
          15      14.731113      92.558311     491.377030      60.922960
          16      16.090792     101.101429     536.731053      66.546139
          17      17.357925     109.063061     578.998067      71.786579
          18      17.634452     110.800529     588.222000      72.930200
          19      17.707349     111.258556     590.653590      73.231679
          20      18.308894     115.038171     610.718952      75.719466
          21      18.808916     118.179905     627.397910      77.787392
          22      18.985792     119.291250     633.297861      78.518892
          23      19.169725     120.446936     639.433206      79.279578
          24      20.002970     125.682365     667.227252      82.725599
          25      21.002929     131.965291     700.582285      86.861094
          26      21.104858     132.605733     703.982284      87.282640
          27      21.678018     136.207003     723.100842      89.653038
          28      21.827799     137.148104     728.096996      90.272482
          29      22.364985     140.523345     746.015600      92.494104
          30      22.432360     140.946673     748.262978      92.772744
          31      22.434314     140.958950     748.328155      92.780825
          32      27.457822     172.522580     915.894338     113.556374
          33      27.502951     172.806135     917.399684     113.743013
          34      27.791678     174.620260     927.030582     114.937092
          35      28.441533     178.703420     948.707416     117.624675
          36      28.971719     182.034681     966.392535     119.817350
          37      31.749130     199.485668    1059.036993     131.303794
          38      34.301464     215.522450    1144.173660     141.859390
          39      35.490089     222.990807    1183.821953     146.775150
          40      35.935369     225.788578    1198.674863     148.616675
          41      36.445810     228.995779    1215.701373     150.727692
          42      37.315012     234.457135    1244.694828     154.322421
--
 q-point No.           q_x           q_y           q_z  q-path length
          80      0.000000      0.000000      0.000000       0.333821
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
