 q-point No.           q_x           q_y           q_z  q-path length
          21      18.630722     117.060278     621.453993      77.050440
          22      18.880913     118.632273     629.799457      78.085146
          23      20.407416     128.223577     680.718129      84.398254
          24      20.446461     128.468905     682.020540      84.559732
          25      20.894595     131.284611     696.968665      86.413062
          26      21.145875     132.863452     705.350472      87.452273
          27      21.210803     133.271405     707.516229      87.720793
          28      21.451530     134.783934     715.546003      88.716358
          29      21.511972     135.163707     717.562154      88.966328
          30      21.974090     138.067277     732.976734      90.877492
          31      24.846905     156.117704     828.803519     102.758494
          32      25.578067     160.711733     853.192473     105.782337
          33      27.446734     172.452913     915.524490     113.510519
          34      27.518448     172.903507     917.916621     113.807105
          35      28.584669     179.602770     953.481919     118.216638
          36      29.323262     184.243487     978.118730     121.271212
          37      31.559380     198.293434    1052.707612     130.519051
          38      34.548507     217.074670    1152.414146     142.881080
          39      34.803363     218.675980    1160.915240     143.935081
          40      35.999082     226.188900    1200.800111     148.880172
          41      36.566562     229.754486    1219.729224     151.227082
          42      36.911405     231.921196    1231.231939     152.653236
--
 q-point No.           q_x           q_y           q_z  q-path length
          23      0.052632      0.500000      0.000000       0.088421
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.539672       9.674047      51.357945       6.367571
           2       1.783894      11.208537      59.504304       7.377590
           3       6.987636      43.904614     233.082460      28.898529
           4       7.245262      45.523326     241.675942      29.963984
           5       7.670275      48.193756     255.852816      31.721692
           6       7.836175      49.236140     261.386666      32.407802
           7       8.447451      53.076900     281.776636      34.935835
           8       8.784783      55.196420     293.028823      36.330927
           9       9.521186      59.823378     317.592592      39.376445
          10       9.546045      59.979572     318.421799      39.479254
          11      10.038698      63.074998     334.854913      41.516699
          12      11.289666      70.935064     376.582725      46.690286
          13      11.290098      70.937776     376.597122      46.692071
          14      12.258618      77.023170     408.903494      50.697549
          15      13.616000      85.551851     454.180873      56.311226
          16      14.116718      88.697956     470.883032      58.382029
          17      17.317622     108.809829     577.653696      71.619898
          18      18.045856     113.385457     601.944965      74.631630
          19      18.192170     114.304775     606.825475      75.236736
          20      18.290399     114.921964     610.102032      75.642977
          21      18.700066     117.495976     623.767042      77.337222
          22      18.882978     118.645250     629.868351      78.093687
          23      20.403044     128.196103     680.572276      84.380170
          24      20.433053     128.384658     681.573285      84.504279
          25      20.873224     131.150336     696.255817      86.324680
          26      21.127805     132.749915     704.747725      87.377542
          27      21.218727     133.321194     707.780553      87.753565
          28      21.449019     134.768160     715.462259      88.705975
          29      21.509532     135.148376     717.480764      88.956237
          30      21.947377     137.899436     732.085696      90.767017
          31      24.893599     156.411096     830.361088     102.951607
          32      25.581559     160.733672     853.308944     105.796778
          33      27.447994     172.460832     915.566527     113.515731
          34      27.525185     172.945838     918.141345     113.834967
          35      28.579722     179.571686     953.316895     118.196178
          36      29.298818     184.089900     977.303359     121.170119
          37      31.549016     198.228313    1052.361900     130.476188
          38      34.454313     216.482833    1149.272175     142.491525
          39      34.898465     219.273521    1164.087488     144.328389
          40      36.015214     226.290259    1201.338208     148.946888
          41      36.570598     229.779845    1219.863853     151.243774
          42      36.913251     231.932794    1231.293512     152.660870
--
 q-point No.           q_x           q_y           q_z  q-path length
          24      0.078947      0.500000      0.000000       0.093038
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.632744      10.258830      54.462461       6.752482
           2       1.723338      10.828054      57.484379       7.127151
           3       6.947164      43.650315     231.732430      28.731147
           4       7.311103      45.937017     243.872157      30.236280
           5       7.740198      48.633095     258.185197      32.010870
           6       7.762246      48.771629     258.920649      32.102055
           7       8.251527      51.845873     275.241315      34.125558
           8       8.694177      54.627126     290.006536      35.956212
           9       9.466565      59.480184     315.770631      39.150551
          10       9.674365      60.785828     322.702084      40.009941
          11      10.131932      63.660806     337.964870      41.902285
          12      11.297387      70.983574     376.840258      46.722216
          13      11.367424      71.423633     379.176458      47.011868
          14      12.369439      77.719479     412.600082      51.155867
          15      13.614443      85.542066     454.128924      56.304785
          16      14.096093      88.568366     470.195059      58.296731
          17      17.311302     108.770116     577.442867      71.593759
          18      18.043392     113.369973     601.862760      74.621438
          19      18.196317     114.330833     606.963814      75.253888
          20      18.261287     114.739048     609.130956      75.522579
          21      18.793296     118.081759     626.876868      77.722791
          22      18.886062     118.664627     629.971221      78.106442
          23      20.396558     128.155354     680.355945      84.353348
          24      20.410447     128.242618     680.819215      84.410787
          25      20.836803     130.921496     695.040944      86.174055
          26      21.098377     132.565008     703.766085      87.255835
          27      21.231382     133.400705     708.202665      87.805900
          28      21.443710     134.734802     715.285165      88.684018
          29      21.506545     135.129606     717.381117      88.943883
          30      21.907331     137.647818     730.749894      90.601399
          31      24.967535     156.875650     832.827330     103.257382
          32      25.587547     160.771301     853.508709     105.821545
          33      27.449961     172.473192     915.632148     113.523867
          34      27.536317     173.015782     918.512667     113.881005
          35      28.571518     179.520144     953.043267     118.162252
          36      29.257580     183.830794     975.927810     120.999573
          37      31.533846     198.132996    1051.855877     130.413449
          38      34.352646     215.844039    1145.880924     142.071064
          39      35.001385     219.920188    1167.520537     144.754033
          40      36.041077     226.452764    1202.200921     149.053850
          41      36.577150     229.821009    1220.082386     151.270868
          42      36.916168     231.951121    1231.390804     152.672933
--
 q-point No.           q_x           q_y           q_z  q-path length
          25      0.105263      0.500000      0.000000       0.097655
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.642443      10.319772      54.785991       6.792594
           2       1.753490      11.017505      58.490143       7.251850
           3       6.902352      43.368754     230.237669      28.545820
           4       7.390431      46.435444     246.518227      30.564351
           5       7.650617      48.070242     255.197101      31.640394
           6       7.819588      49.131918     260.833369      32.339202
           7       8.032162      50.467559     267.924070      33.218336
           8       8.604341      54.062665     287.009905      35.584677
           9       9.404577      59.090701     313.702927      38.894188
          10       9.809739      61.636409     327.217679      40.569803
          11      10.234142      64.303013     341.374247      42.324993
          12      11.315656      71.098361     377.449643      46.797770
          13      11.465352      72.038929     382.442968      47.416863
          14      12.514119      78.628530     417.426085      51.754215
          15      13.612066      85.527133     454.049651      56.294957
          16      14.067836      88.390821     469.252504      58.179869
          17      17.304303     108.726144     577.209428      71.564816
          18      18.039933     113.348243     601.747402      74.607136
          19      18.202306     114.368460     607.163565      75.278654
          20      18.239497     114.602137     608.404121      75.432463
          21      18.889641     118.687116     630.090608      78.121244
          22      18.900711     118.756671     630.459866      78.167026
          23      20.378180     128.039881     679.742921      84.277343
          24      20.389047     128.108161     680.105406      84.322286
          25      20.784637     130.593725     693.300861      85.958313
          26      21.058651     132.315408     702.440996      87.091545
          27      21.248042     133.505385     708.758394      87.874802
          28      21.434232     134.675253     714.969032      88.644822
          29      21.504315     135.115593     717.306724      88.934659
          30      21.859284     137.345929     729.147218      90.402693
          31      25.063851     157.480818     836.040069     103.655711
          32      25.596282     160.826179     853.800045     105.857667
          33      27.452443     172.488788     915.714941     113.534132
          34      27.551701     173.112444     919.025831     113.944630
          35      28.560122     179.448537     952.663121     118.115120
          36      29.198992     183.462676     973.973531     120.757273
          37      31.516698     198.025255    1051.283894     130.342532
          38      34.247524     215.183538    1142.374430     141.636314
          39      35.107725     220.588339    1171.067640     145.193817
          40      36.075275     226.667633    1203.341627     149.195280
          41      36.585966     229.876401    1220.376456     151.307328
          42      36.919916     231.974670    1231.515823     152.688433
--
 q-point No.           q_x           q_y           q_z  q-path length
          26      0.131579      0.500000      0.000000       0.102272
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.545387       9.709950      51.548546       6.391202
           2       1.895364      11.908922      63.222532       7.838591
           3       6.855992      43.077469     228.691282      28.354093
           4       7.471750      46.946386     249.230736      30.900659
           5       7.499862      47.123022     250.168467      31.016923
           6       7.802033      49.021617     260.247795      32.266600
           7       7.898887      49.630168     263.478494      32.667155
           8       8.527534      53.580073     284.447900      35.267029
           9       9.345804      58.721415     311.742448      38.651120
          10       9.947602      62.502628     331.816293      41.139959
          11      10.335138      64.937588     344.743099      42.742678
          12      11.351221      71.321822     378.635961      46.944855
          13      11.577758      72.745197     386.192427      47.881737
          14      12.684718      79.700436     423.116661      52.459756
          15      13.608658      85.505720     453.935971      56.280862
          16      14.032489      88.168726     468.073435      58.033683
          17      17.298303     108.688444     577.009283      71.540001
          18      18.035462     113.320151     601.598266      74.588645
          19      18.210302     114.418703     607.430301      75.311725
          20      18.226735     114.521954     607.978440      75.379686
          21      18.893015     118.708311     630.203133      78.135195
          22      19.016739     119.485694     634.330133      78.646878
          23      20.335440     127.771335     678.317249      84.100583
          24      20.381840     128.062876     679.864994      84.292478
          25      20.716741     130.167123     691.036103      85.677519
          26      21.010189     132.010909     700.824464      86.891120
          27      21.267860     133.629905     709.419449      87.956762
          28      21.419565     134.583095     714.479776      88.584162
          29      21.503778     135.112220     717.288818      88.932439
          30      21.808526     137.027008     727.454115      90.192775
          31      25.177150     158.192701     839.819339     104.124281
          32      25.608097     160.900416     854.194161     105.906531
          33      27.455186     172.506019     915.806421     113.545474
          34      27.571142     173.234593     919.674300     114.025029
          35      28.545618     179.357407     952.179323     118.055137
          36      29.122631     182.982889     971.426418     120.441471
          37      31.500939     197.926238    1050.758229     130.277358
          38      34.139506     214.504838    1138.771323     141.189586
          39      35.216410     221.271226    1174.692977     145.643301
          40      36.116087     226.924063    1204.702969     149.364065
          41      36.596718     229.943959    1220.735108     151.351796
          42      36.924160     232.001340    1231.657412     152.705988
--
 q-point No.           q_x           q_y           q_z  q-path length
          27      0.157895      0.500000      0.000000       0.106889
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.438084       9.035749      47.969323       5.947435
           2       2.052347      12.895277      68.458932       8.487822
           3       6.808245      42.777467     227.098620      28.156628
           4       7.313965      45.954995     243.967602      30.248114
           5       7.542466      47.390709     251.589571      31.193117
           6       7.569489      47.560500     252.490965      31.304876
           7       7.969502      50.073855     265.833960      32.959196
           8       8.466934      53.199315     282.426515      35.016409
           9       9.300938      58.439515     310.245890      38.465571
          10      10.087596      63.382233     336.485976      41.718925
          11      10.428702      65.525469     347.864065      43.129628
          12      11.411267      71.699102     380.638881      47.193185
          13      11.699663      73.511148     390.258739      48.385895
          14      12.873441      80.886212     429.411756      53.240248
          15      13.603926      85.475989     453.778132      56.261293
          16      13.990730      87.906348     466.680514      57.860983
          17      17.295146     108.668604     576.903959      71.526943
          18      18.029940     113.285453     601.414061      74.565807
          19      18.220501     114.482783     607.770489      75.353903
          20      18.222684     114.496502     607.843319      75.362933
          21      18.895343     118.722942     630.280802      78.144825
          22      19.137091     120.241890     638.344654      79.144615
          23      20.280858     127.428387     676.496598      83.874851
          24      20.376377     128.028553     679.682778      84.269886
          25      20.634632     129.651214     688.297223      85.337941
          26      20.955138     131.665012     698.988153      86.663447
          27      21.289960     133.768761     710.156611      88.048159
          28      21.399470     134.456836     713.809493      88.501058
          29      21.505072     135.120350     717.331976      88.937790
          30      21.759146     136.716745     725.806979      89.988556
          31      25.302133     158.977992     843.988321     104.641168
          32      25.623406     160.996607     854.704819     105.969844
          33      27.457886     172.522985     915.896489     113.556641
          34      27.594393     173.380682     920.449863     114.121187
          35      28.528114     179.247427     951.595459     117.982747
          36      29.028496     182.391417     968.286392     120.052158
          37      31.490013     197.857587    1050.393774     130.232171
          38      34.028515     213.807462    1135.069066     140.730565
          39      35.326884     221.965357    1178.378007     146.100187
          40      36.161641     227.210292    1206.222515     149.552464
          41      36.609019     230.021251    1221.145441     151.402670
          42      36.928475     232.028448    1231.801322     152.723831
--
 q-point No.           q_x           q_y           q_z  q-path length
          28      0.184211      0.500000      0.000000       0.111506
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.328761       8.348854      44.322711       5.495313
           2       2.219154      13.943355      74.023007       9.177679
           3       6.757544      42.458900     225.407400      27.946943
           4       7.100386      44.613042     236.843390      29.364825
           5       7.341039      46.125110     244.870712      30.360085
           6       7.590769      47.694207     253.200795      31.392883
           7       8.024128      50.417081     267.656088      33.185111
           8       8.420214      52.905766     280.868116      34.823192
           9       9.279696      58.306047     309.537329      38.377720
          10      10.230504      64.280153     341.252886      42.309946
          11      10.511044      66.042839     350.610697      43.470167
          12      11.501739      72.267556     383.656710      47.567348
          13      11.827242      74.312752     394.514324      48.913520
          14      13.073168      82.141137     436.073945      54.066254
          15      13.597490      85.435549     453.563443      56.234675
          16      13.943496      87.609570     465.104970      57.665641
          17      17.296610     108.677807     576.952816      71.533000
          18      18.023298     113.243721     601.192511      74.538338
          19      18.226275     114.519063     607.963095      75.377783
          20      18.233108     114.561994     608.191006      75.406040
          21      18.895707     118.725228     630.292940      78.146330
          22      19.257653     120.999404     642.366173      79.643219
          23      20.212306     126.997663     674.209956      83.591343
          24      20.374093     128.014198     679.606570      84.260438
          25      20.541863     129.068330     685.202788      84.954280
          26      20.896385     131.295860     697.028384      86.420466
          27      21.313505     133.916703     710.942014      88.145536
          28      21.374214     134.298147     712.967036      88.396607
          29      21.507824     135.137641     717.423771      88.949171
          30      21.713449     136.429620     724.282681      89.799567
          31      25.433921     159.806036     848.384275     105.186197
          32      25.642683     161.117730     855.347841     106.049569
          33      27.460210     172.537585     915.973997     113.566251
          34      27.621160     173.548865     921.342720     114.231887
          35      28.507738     179.119397     950.915770     117.898476
          36      28.917265     181.692531     964.576119     119.592143
          37      31.487026     197.838818    1050.294130     130.219817
          38      33.914366     213.090246    1131.261486     140.258485
          39      35.438608     222.667339    1182.104716     146.562240
          40      36.210066     227.514553    1207.837787     149.752732
          41      36.622446     230.105612    1221.593296     151.458197
          42      36.932344     232.052761    1231.930394     152.739834
--
 q-point No.           q_x           q_y           q_z  q-path length
          29      0.210526      0.500000      0.000000       0.116123
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.228684       7.720052      40.984499       5.081428
           2       2.391076      15.023570      79.757694       9.888689
           3       6.701310      42.105575     223.531656      27.714381
           4       6.867202      43.147903     229.065206      28.400453
           5       7.122273      44.750560     237.573451      29.455341
           6       7.607690      47.800525     253.765221      31.462863
           7       8.058480      50.632923     268.801961      33.327181
           8       8.383504      52.675110     279.643598      34.671372
           9       9.288728      58.362799     309.838613      38.415075
          10      10.377121      65.201372     346.143488      42.916303
          11      10.579842      66.475110     352.905556      43.754693
          12      11.625298      73.043900     387.778192      48.078347
          13      11.957604      75.131844     398.862749      49.452656
          14      13.277610      83.425684     442.893400      54.911758
          15      13.588877      85.381435     453.276160      56.199056
          16      13.892242      87.287528     463.395298      57.453669
          17      17.304201     108.725498     577.205999      71.564391
          18      18.015428     113.194273     600.929997      74.505790
          19      18.236270     114.581864     608.296492      75.419119
          20      18.248325     114.657605     608.698593      75.468973
          21      18.893183     118.709367     630.208736      78.135890
          22      19.373944     121.730079     646.245206      80.124158
          23      20.127037     126.461901     671.365682      83.238698
          24      20.376304     128.028091     679.680326      84.269582
          25      20.443816     128.452282     681.932287      84.548790
          26      20.837776     130.927606     695.073383      86.178077
          27      21.337742     134.068986     711.750458      88.245770
          28      21.344166     134.109352     711.964755      88.272340
          29      21.511557     135.161100     717.548313      88.964612
          30      21.672014     136.169279     722.900572      89.628208
          31      25.568156     160.649459     852.861869     105.741347
          32      25.666446     161.267035     856.140478     106.147843
          33      27.461811     172.547649     916.027426     113.572875
          34      27.651103     173.737001     922.341503     114.355720
          35      28.484633     178.974226     950.145080     117.802923
          36      28.790471     180.895865     960.346747     119.067768
          37      31.494452     197.885477    1050.541835     130.250529
          38      33.796916     212.352285    1127.343772     139.772751
          39      35.550935     223.373109    1185.851533     147.026785
          40      36.259601     227.825790    1209.490094     149.957592
          41      36.636556     230.194267    1222.063952     151.516551
          42      36.935177     232.070560    1232.024885     152.751549
--
 q-point No.           q_x           q_y           q_z  q-path length
          30      0.236842      0.500000      0.000000       0.120740
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.152528       7.241545      38.444187       4.766470
           2       2.563638      16.107814      85.513766      10.602351
           3       6.621828      41.606173     220.880408      27.385668
           4       6.636590      41.698922     221.372798      27.446717
           5       6.918212      43.468407     230.766711      28.611413
           6       7.588596      47.680553     253.128305      31.383896
           7       8.073217      50.725519     269.293535      33.388128
           8       8.353401      52.485968     278.639475      34.546876
           9       9.329440      58.618603     311.196635      38.583448
          10      10.527881      66.148629     351.172319      43.539799
          11      10.633715      66.813603     354.702560      43.977493
          12      11.779550      74.013093     392.923483      48.716281
          13      12.088550      75.954596     403.230609      49.994201
          14      13.481213      84.704957     449.684850      55.753791
          15      13.577529      85.310132     452.897626      56.152124
          16      13.839410      86.955576     461.633020      57.235174
          17      17.318989     108.818416     577.699285      71.625551
          18      18.006170     113.136103     600.621183      74.467502
          19      18.251554     114.677896     608.806315      75.482329
          20      18.266333     114.770753     609.299277      75.543448
          21      18.886932     118.670091     630.000225      78.110038
          22      19.480762     122.401237     649.808273      80.565922
          23      20.022881     125.807468     667.891402      82.807943
          24      20.346157     127.838676     678.674755      84.144908
          25      20.384116     128.077176     679.940910      84.301891
          26      20.784359     130.591977     693.291581      85.957162
          27      21.309655     133.892509     710.813572      88.129611
          28      21.362011     134.221472     712.559982      88.346138
          29      21.515849     135.188068     717.691482      88.982363
          30      21.634177     135.931545     721.638479      89.471728
          31      25.695229     161.447883     857.100570     106.266879
          32      25.700972     161.483967     857.292135     106.290630
          33      27.462359     172.551088     916.045682     113.575138
          34      27.683828     173.942623     923.433114     114.491063
          35      28.458960     178.812915     949.288704     117.696746
          36      28.650557     180.016759     955.679716     118.489130
          37      31.514003     198.008318    1051.193979     130.331384
          38      33.676115     211.593270    1123.314280     139.273158
          39      35.663087     224.077780    1189.592518     147.490608
          40      36.308673     228.134122    1211.126977     150.160540
          41      36.650911     230.284464    1222.542796     151.575920
          42      36.936320     232.077743    1232.063018     152.756277
--
 q-point No.           q_x           q_y           q_z  q-path length
          31      0.263158      0.500000      0.000000       0.125357
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.117013       7.018398      37.259532       4.619591
           2       2.732126      17.166454      91.133914      11.299160
           3       6.371179      40.031300     212.519666      26.349069
           4       6.560671      41.221909     218.840417      27.132741
           5       6.733433      42.307407     224.603148      27.847229
           6       7.533481      47.334256     251.289873      31.155959
           7       8.073671      50.728373     269.308687      33.390007
           8       8.327424      52.322746     277.772953      34.439441
           9       9.397949      59.049053     313.481824      38.866775
          10      10.671926      67.053689     355.977140      44.135520
          11      10.682800      67.122011     356.339848      44.180491
          12      11.956074      75.122226     398.811689      49.446325
          13      12.218370      76.770282     407.560950      50.531095
          14      13.562812      85.217661     452.406712      56.091258
          15      13.678956      85.947417     456.280869      56.571592
          16      13.789239      86.640343     459.959502      57.027684
          17      17.341528     108.960032     578.451101      71.718764
          18      17.995302     113.067814     600.258650      74.422554
          19      18.271277     114.801819     609.464199      75.563896
          20      18.287274     114.902328     609.997787      75.630053
          21      18.876290     118.603225     629.645247      78.066026
          22      19.572078     122.974991     652.854240      80.943573
          23      19.900263     125.037038     663.801314      82.300837
          24      20.252464     127.249983     675.549479      83.757423
          25      20.398340     128.166550     680.415383      84.360718
          26      20.742473     130.328799     691.894414      85.783936
          27      21.270962     133.649393     709.522905      87.969589
          28      21.385754     134.370657     713.351978      88.444333
          29      21.520342     135.216296     717.841341      89.000943
          30      21.598594     135.707969     720.451552      89.324568
          31      25.729551     161.663535     858.245433     106.408824
          32      25.828898     162.287751     861.559297     106.819691
          33      27.461561     172.546078     916.019085     113.571841
          34      27.718872     174.162805     924.602029     114.635990
          35      28.430888     178.636539     948.352353     117.580653
          36      28.500837     179.076038     950.685584     117.869937
          37      31.546641     198.213388    1052.282663     130.466364
          38      33.552031     210.813627    1119.175285     138.759988
          39      35.774163     224.775696    1193.297640     147.949985
          40      36.355931     228.431047    1212.703304     150.355979
          41      36.665097     230.373595    1223.015975     151.634587
          42      36.935085     232.069984    1232.021829     152.751170
--
 q-point No.           q_x           q_y           q_z  q-path length
          32      0.289474      0.500000      0.000000       0.129974
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.136307       7.139629      37.903131       4.699387
           2       2.890942      18.164323      96.431436      11.955969
           3       6.122471      38.468621     204.223655      25.320495
           4       6.471666      40.662677     215.871544      26.764648
           5       6.572063      41.293492     219.220440      27.179858
           6       7.446078      46.785089     248.374432      30.794491
           7       8.067094      50.687044     269.089281      33.362804
           8       8.303877      52.174800     276.987531      34.342062
           9       9.487495      59.611690     316.468771      39.237109
          10      10.694208      67.193690     356.720382      44.227671
          11      10.841513      68.119233     361.633936      44.836873
          12      12.140088      76.278424     404.949757      50.207348
          13      12.345708      77.570371     411.808495      51.057723
          14      13.544041      85.099717     451.780565      56.013626
          15      13.749035      86.387733     458.618432      56.861413
          16      13.866127      87.123444     462.524206      57.345667
          17      17.371819     109.150358     579.461509      71.844038
          18      17.982528     112.987555     599.832566      74.369726
          19      18.294920     114.950369     610.252829      75.661674
          20      18.311234     115.052873     610.797003      75.729143
          21      18.860838     118.506137     629.129820      78.002121
          22      19.641642     123.412078     655.174666      81.231269
          23      19.762794     124.173297     659.215851      81.732312
          24      20.163428     126.690553     672.579555      83.389199
          25      20.419439     128.299116     681.119154      84.447974
          26      20.719137     130.182178     691.116025      85.687428
          27      21.228354     133.381683     708.101677      87.793379
          28      21.408511     134.513638     714.111042      88.538445
          29      21.524723     135.243824     717.987480      89.019062
          30      21.563676     135.488569     719.286794      89.180156
          31      25.769869     161.916863     859.590311     106.575568
          32      25.948732     163.040690     865.556525     107.315284
          33      27.459209     172.531298     915.940622     113.562113
          34      27.755621     174.393706     925.827842     114.787971
          35      28.345463     178.099796     945.502871     117.227363
          36      28.400600     178.446229     947.342026     117.455389
          37      31.592684     198.502685    1053.818496     130.656783
          38      33.424859     210.014583    1114.933288     138.234048
          39      35.883161     225.460545    1196.933392     148.400760
          40      36.400236     228.709427    1214.181176     150.539212
          41      36.678740     230.459320    1223.471076     151.691012
          42      36.930785     232.042965    1231.878389     152.733386
--
 q-point No.           q_x           q_y           q_z  q-path length
          33      0.315789      0.500000      0.000000       0.134591
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.215939       7.639969      40.559356       5.028717
           2       3.032745      19.055299     101.161486      12.542420
           3       5.884297      36.972129     196.279023      24.335486
           4       6.368912      40.017052     212.444026      26.339690
           5       6.437700      40.449264     214.738568      26.624177
           6       7.332433      46.071036     244.583641      30.324493
           7       8.059784      50.641114     268.845442      33.332572
           8       8.281633      52.035037     276.245554      34.250068
           9       9.591102      60.262668     319.924712      39.665591
          10      10.700648      67.234153     356.935191      44.254304
          11      11.003348      69.136071     367.032164      45.506168
          12      12.310392      77.348475     410.630483      50.911668
          13      12.469458      78.347916     415.936355      51.569512
          14      13.520508      84.951860     450.995616      55.916305
          15      13.730647      86.272199     458.005085      56.785368
          16      14.038104      88.204011     468.260760      58.056909
          17      17.409333     109.386062     580.712825      71.999182
          18      17.967475     112.892976     599.330461      74.307473
          19      18.322326     115.122569     611.167012      75.775018
          20      18.338229     115.222490     611.697475      75.840787
          21      18.840440     118.377972     628.449416      77.917762
          22      19.615686     123.248986     654.308836      81.123920
          23      19.684962     123.684261     656.619642      81.410423
          24      20.078413     126.156389     669.743766      83.037607
          25      20.447505     128.475464     682.055361      84.564049
          26      20.720081     130.188109     691.147513      85.691332
          27      21.182114     133.091144     706.559254      87.602143
          28      21.429906     134.648072     714.824731      88.626931
          29      21.527849     135.263463     718.091743      89.031989
          30      21.528710     135.268871     718.120452      89.035548
          31      25.816514     162.209942     861.146217     106.768475
          32      26.057390     163.723409     869.180973     107.764658
          33      27.455222     172.506248     915.807636     113.545624
          34      27.793017     174.628672     927.075240     114.942629
          35      28.189624     177.120632     940.304652     116.582866
          36      28.368278     178.243147     946.263900     117.321718
          37      31.651943     198.875020    1055.795161     130.901858
          38      33.294925     209.198183    1110.599153     137.696684
          39      35.988987     226.125473    1200.463389     148.838424
          40      36.440636     228.963268    1215.528778     150.706293
          41      36.691537     230.539724    1223.897928     151.743935
          42      36.922784     231.992695    1231.611512     152.700297
--
 q-point No.           q_x           q_y           q_z  q-path length
          34      0.342105      0.500000      0.000000       0.139208
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.350954       8.488292      45.062962       5.587093
           2       3.147411      19.775767     104.986333      13.016641
           3       5.667831      35.612034     189.058501      23.440256
           4       6.253084      39.289288     208.580445      25.860668
           5       6.333280      39.793169     211.255465      26.192328
           6       7.199620      45.236549     240.153488      29.775224
           7       8.055786      50.615999     268.712110      33.316041
           8       8.259953      51.898814     275.522372      34.160405
           9       9.702904      60.965145     323.654045      40.127969
          10      10.691604      67.177329     356.633521      44.216901
          11      11.167387      70.166763     372.503940      46.184582
          12      12.441163      78.170131     414.992522      51.452492
          13      12.588700      79.097133     419.913826      52.062656
          14      13.491522      84.769731     450.028723      55.796425
          15      13.749909      86.393228     458.647607      56.865030
          16      14.190204      89.159680     473.334253      58.685941
          17      17.453065     109.660841     582.171580      72.180044
          18      17.949690     112.781227     598.737207      74.233919
          19      18.353728     115.319875     612.214475      75.904887
          20      18.368195     115.410772     612.697031      75.964716
          21      18.815242     118.219651     627.608915      77.813553
          22      19.464165     122.296957     649.254670      80.497283
          23      19.702095     123.791912     657.191145      81.481281
          24      19.997110     125.645546     667.031784      82.701364
          25      20.482288     128.694012     683.215594      84.707900
          26      20.746927     130.356789     692.043006      85.802359
          27      21.132554     132.779755     704.906139      87.397183
          28      21.449649     134.772121     715.483286      88.708582
          29      21.489687     135.023684     716.818792      88.874163
          30      21.532037     135.289779     718.231450      89.049310
          31      25.869597     162.543468     862.916857     106.988007
          32      26.151747     164.316268     872.328364     108.154884
          33      27.449723     172.471694     915.624192     113.522880
          34      27.827708     174.846646     928.232426     115.086101
          35      28.041326     176.188843     935.357934     115.969551
          36      28.334111     178.028470     945.124212     117.180415
          37      31.723849     199.326820    1058.193694     131.199238
          38      33.162686     208.367301    1106.188139     137.149788
          39      36.090474     226.763132    1203.848614     149.258138
          40      36.476294     229.187314    1216.718202     150.853763
          41      36.703282     230.613517    1224.289684     151.792507
          42      36.910572     231.915961    1231.204145     152.649790
--
 q-point No.           q_x           q_y           q_z  q-path length
          35      0.368421      0.500000      0.000000       0.143825
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.530064       9.613674      51.037434       6.327832
           2       3.221380      20.240527     107.453667      13.322551
           3       5.487583      34.479501     183.046066      22.694810
           4       6.126063      38.491186     204.343450      25.335347
           5       6.260924      39.338547     208.841951      25.893090
           6       7.054903      44.327266     235.326249      29.176723
           7       8.056958      50.623358     268.751180      33.320885
           8       8.238374      51.763229     274.802573      34.071161
           9       9.818370      61.690636     327.505560      40.605496
          10      10.667643      67.026774     355.834252      44.117805
          11      11.332512      71.204275     378.011926      46.867484
          12      12.510452      78.605487     417.303754      51.739048
          13      12.702655      79.813136     423.714967      52.533937
          14      13.456434      84.549269     448.858329      55.651315
          15      13.818930      86.826897     460.949885      57.150476
          16      14.317604      89.960158     477.583857      59.212825
          17      17.501632     109.965998     583.791612      72.380902
          18      17.928651     112.649034     598.035414      74.146908
          19      18.389772     115.546345     613.416767      76.053952
          20      18.400976     115.616743     613.790501      76.100289
          21      18.785637     118.033639     626.621407      77.691118
          22      19.312969     121.346963     644.211303      79.871986
          23      19.698672     123.770406     657.076969      81.467125
          24      19.920119     125.161795     664.463629      82.382953
          25      20.523245     128.951348     684.581747      84.877281
          26      20.796114     130.665839     693.683702      86.005779
          27      21.080041     132.449804     703.154484      87.180006
