total atom count	total energy	atom energy	cohesive energy	total kpoints	kpoints mesh	energy cutoff (ENCUT)
14	-90.6051934	-0.05825251	-89.78965826000001	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.05825252	-89.78965812	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.05825261	-89.78965686000001	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.05825258	-89.78965728	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.05825258	-89.78965728	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.0582526	-89.789657	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.05825248	-89.78965868	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.05825258	-89.78965728	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.0582526	-89.789657	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.05825308	-89.78965028	1260	(10, 14, 9)	600.0
14	-90.6051934	-0.05825314	-89.78964944	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.05825251	-89.79201864000001	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.05825252	-89.7920185	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.05825261	-89.79201724	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.05825258	-89.79201766	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.05825258	-89.79201766	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.0582526	-89.79201738	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.05825248	-89.79201906	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.05825258	-89.79201766	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.0582526	-89.79201738	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.05825308	-89.79201066	1260	(10, 14, 9)	600.0
14	-90.60755378	-0.05825314	-89.79200982	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.05825251	-89.79234601	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.05825252	-89.79234586999999	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.05825261	-89.79234461	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.05825258	-89.79234502999999	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.05825258	-89.79234502999999	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.0582526	-89.79234475	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.05825248	-89.79234643	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.05825258	-89.79234502999999	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.0582526	-89.79234475	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.05825308	-89.79233803	1260	(10, 14, 9)	600.0
14	-90.60788115	-0.05825314	-89.79233719	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.05825251	-89.79229910000001	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.05825252	-89.79229896	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.05825261	-89.7922977	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.05825258	-89.79229812	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.05825258	-89.79229812	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.0582526	-89.79229784	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.05825248	-89.79229952	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.05825258	-89.79229812	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.0582526	-89.79229784	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.05825308	-89.79229112	1260	(10, 14, 9)	600.0
14	-90.60783424	-0.05825314	-89.79229028	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.05825251	-89.79240650000001	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.05825252	-89.79240636	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.05825261	-89.79240510000001	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.05825258	-89.79240552	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.05825258	-89.79240552	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.0582526	-89.79240524000001	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.05825248	-89.79240692	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.05825258	-89.79240552	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.0582526	-89.79240524000001	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.05825308	-89.79239852	1260	(10, 14, 9)	600.0
14	-90.60794164	-0.05825314	-89.79239768000001	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.05825251	-89.79017346	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.05825252	-89.79017332	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.05825261	-89.79017206	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.05825258	-89.79017248	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.05825258	-89.79017248	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.0582526	-89.7901722	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.05825248	-89.79017388	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.05825258	-89.79017248	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.0582526	-89.7901722	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.05825308	-89.79016548	1260	(10, 14, 9)	600.0
14	-90.6057086	-0.05825314	-89.79016464	1260	(10, 14, 9)	600.0
